combo_len,buy_pos,signal_len,buy_time,buy_price,sell_time,sell_price,hold_len,long_pnl_pct,long_win,short_pnl_pct,short_win,signal_detail,buy_type
6,4,4,2026-03-19 21:20:00,1016.8,2026-03-19 21:21:00,1019.86,1,0.30094413847364865,True,-0.30094413847364865,False,1#小阴-0.08%;2#大阳+0.32%;3#大阳+0.25%;4#T字-0.01%,长上影阳
6,4,4,2026-03-19 21:21:00,1019.86,2026-03-19 21:22:00,1019.3,1,-0.0549094973819994,False,0.0549094973819994,True,1#大阳+0.32%;2#大阳+0.25%;3#T字-0.01%;4#长上影阳+0.07%,长下影阳
6,4,4,2026-03-19 21:22:00,1019.3,2026-03-19 21:23:00,1018.56,1,-0.07259884234278516,False,0.07259884234278516,True,1#大阳+0.25%;2#T字-0.01%;3#长上影阳+0.07%;4#长下影阳+0.06%,小阳
6,4,4,2026-03-19 21:31:00,1019.34,2026-03-19 21:32:00,1021.88,1,0.24918084250593162,True,-0.24918084250593162,False,1#长下影阴-0.04%;2#十字星+0.02%;3#长下影阴-0.04%;4#T字-0.01%,十字星
6,4,4,2026-03-19 21:45:00,1016.7,2026-03-19 21:46:00,1016.92,1,0.021638634798850555,True,-0.021638634798850555,False,1#中阴-0.17%;2#T字-0.01%;3#T字-0.01%;4#T字-0.01%,长上影阴
6,4,4,2026-03-19 21:53:00,1019.94,2026-03-19 21:54:00,1022.06,1,0.20785536404101132,True,-0.20785536404101132,False,1#长上影阴-0.03%;2#T字+0.03%;3#大阳+0.14%;4#中阳+0.05%,长下影阳
6,4,4,2026-03-19 21:54:00,1022.06,2026-03-19 21:55:00,1023.7,1,0.1604602469522435,True,-0.1604602469522435,False,1#T字+0.03%;2#大阳+0.14%;3#中阳+0.05%;4#长下影阳+0.04%,T字
6,4,4,2026-03-19 21:55:00,1023.7,2026-03-19 21:56:00,1024.22,1,0.05079613167920111,True,-0.05079613167920111,False,1#大阳+0.14%;2#中阳+0.05%;3#长下影阳+0.04%;4#T字+0.02%,中阳
6,4,4,2026-03-19 21:56:00,1024.22,2026-03-19 21:57:00,1027.68,1,0.337818046903989,True,-0.337818046903989,False,1#中阳+0.05%;2#长下影阳+0.04%;3#T字+0.02%;4#中阳+0.08%,长上影阳
6,4,4,2026-03-19 21:57:00,1027.68,2026-03-19 21:58:00,1028.14,1,0.04476101510198081,True,-0.04476101510198081,False,1#长下影阳+0.04%;2#T字+0.02%;3#中阳+0.08%;4#长上影阳+0.04%,长下影阳
6,4,4,2026-03-19 21:58:00,1028.14,2026-03-19 21:59:00,1028.56,1,0.04085046783510469,True,-0.04085046783510469,False,1#T字+0.02%;2#中阳+0.08%;3#长上影阳+0.04%;4#长下影阳+0.10%,长下影阳
6,4,4,2026-03-19 21:59:00,1028.56,2026-03-19 22:00:00,1029.68,1,0.1088900987788868,True,-0.1088900987788868,False,1#中阳+0.08%;2#长上影阳+0.04%;3#长下影阳+0.10%;4#长下影阳+0.03%,T字
6,4,4,2026-03-19 22:00:00,1029.68,2026-03-19 22:01:00,1033.38,1,0.3593349390101823,True,-0.3593349390101823,False,1#长上影阳+0.04%;2#长下影阳+0.10%;3#长下影阳+0.03%;4#T字-0.01%,大阳
6,4,4,2026-03-19 22:01:00,1033.38,2026-03-19 22:02:00,1033.08,1,-0.029030946989508397,False,0.029030946989508397,True,1#长下影阳+0.10%;2#长下影阳+0.03%;3#T字-0.01%;4#大阳+0.22%,长下影阳
6,4,4,2026-03-19 22:02:00,1033.08,2026-03-19 22:03:00,1033.98,1,0.08711813218725471,True,-0.08711813218725471,False,1#长下影阳+0.03%;2#T字-0.01%;3#大阳+0.22%;4#长下影阳+0.08%,长上影阳
6,4,4,2026-03-19 22:13:00,1033.42,2026-03-19 22:14:00,1032.0,1,-0.1374078303110132,False,0.1374078303110132,True,1#大阴-0.10%;2#长下影阳+0.05%;3#中阳+0.09%;4#长下影阳+0.14%,中阴
